"Kode","Stednavn","region","big_category_code","big_category","small_category_code","small_category","west_of_Helsingør","decLatitude","decLongitude","Modern_Country","Modern_name","Province","Remark","Zoom"
"559OUE","Oudega","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.12500000","5.99861100","The Netherlands","Oudega","Friesland",,"11"
"559RYP","Ryptsjerk","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.22222200","5.91694400","The Netherlands","Ryptsjerk","Friesland",,"11"
"559SCO","Schiermonnikoog","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.48333300","6.16666600","The Netherlands","Schiermonnikoog","Friesland",,"11"
"559SLO","Sloten","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.89472200","5.64500000","The Netherlands","Sloten","Friesland",,"11"
"559SLZ","De Sloterzijl","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.81666600","5.81666600","The Netherlands","Schoterzijl","Friesland",,"11"
"559SNE","Sneek","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.03333300","5.66666600","The Netherlands","Sneek","Friesland",,"11"
"559SUR","Surhuisterveen","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.18472200","6.17027700","The Netherlands","Surhuisterveen","Friesland",,"11"
"559TJU","Tjummarum","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.23722200","5.54611100","The Netherlands","Tzummarum","Friesland",,"11"
"559URE","Ureterp","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.09222200","6.16694400","The Netherlands","Ureterp","Friesland",,"11"
"559WAS","Warns","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.88277700","5.40194400","The Netherlands","Warns","Friesland",,"11"
"559WAT","Wartena","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.15000000","5.90000000","The Netherlands","Warten","Friesland",,"11"
"559WIE","Wierum","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.40055500","6.01722200","The Netherlands","Wierum","Friesland",,"11"
"559WIV","Witteveen","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.16666600","6.10000000","The Netherlands","It Wytfean","Friesland",,"11"
"559WRG","Warga","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.15138800","5.84388800","The Netherlands","Wergea","Friesland",,"11"
"559YJL","Ylst","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.00944400","5.62555500","The Netherlands","IJlst","Friesland",,"11"
"559YME","Ymedam","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.88570000","5.40410000","The Netherlands","Ymedam","Friesland","Zie: http://www.langsdeluts.nl/persoonsgegevens/Groenewold%20Johannes%20Jacobs%201825.html","12"
"560HUL","Hulst","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.31888800","4.08666600","The Netherlands","Hulst","Zeeland",,"11"
"560RYS","Rijs","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.86333300","5.49694400","The Netherlands","Rijs","Friesland",,"11"
"560WAA","De Waal","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.83166600","4.53777700","The Netherlands","De Waal","South Holland",,"11"
"561APP","Appingadam","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.32166600","6.85833300","The Netherlands","Appingedam","Groningen",,"11"
"562DEF","Delfzijl","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.33000000","6.91805500","The Netherlands","Delfzijl","Groningen",,"11"
"563GRO","Groningen","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.21916600","6.56666600","The Netherlands","Groningen","Groningen",,"11"
"564DLI","De Lier","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.97500000","4.24861100","The Netherlands","De Lier","South Holland",,"11"
"564PEK","Pekela","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.10416600","7.00972200","The Netherlands","Oude Pekela","Groningen",,"11"
"565FOX","Foxholl","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.16722200","6.72166600","The Netherlands","Foxholl","Groningen",,"11"
"565ZOU","Zoutkamp","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.33916600","6.30416600","The Netherlands","Zoutkamp","Groningen",,"11"
"569ADO","Adorp","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.27500000","6.53333300","The Netherlands","Adorp","Groningen",,"11"
"569ADU","Aduard","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.25666600","6.45972200","The Netherlands","Aduard","Groningen",,"11"
"569BEE","Beerta","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.16612020","7.06837010","The Netherlands","Beerta","Groningen",,"11"
"569BLI","Blijham","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.10916600","7.07638800","The Netherlands","Blijham","Groningen",,"11"
"569EZA","Ezamersyl","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.35833300","6.14888800","The Netherlands","Ezamersyl","Friesland",,"11"
"569EZI","Ezinge","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.30347660","6.40645360","The Netherlands","Ezinge","Groningen",,"11"
"569FRS","Farmsum","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.27833300","6.44861100","The Netherlands","Farmsum","Groningen",,"11"
"569GRJ","Grijpskerk","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.26250000","6.30833300","The Netherlands","Grijpskerk","Groningen",,"11"
"569HOO","Hoogezand","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.16166600","6.76111100","The Netherlands","Hoogezand","Groningen",,"11"
"569KIE","Kielwindeweer","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.10942100","6.77900500","The Netherlands","Kiel-Windeweer","Groningen",,"11"
"569LAR","Langenrijs","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.71500000","4.90416600","The Netherlands","Langereis","North Holland",,"11"
"569LUT","Lutjegast","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.23333300","6.25000000","The Netherlands","Lutjegast","Groningen",,"11"
"569MEE","Meeden","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.14000000","6.92638800","The Netherlands","Meeden","Groningen",,"11"
"569MID","Midwolde","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.18246700","6.38793200","The Netherlands","Midwolde","Groningen",,"11"
"569MTD","Muntendam","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.13416600","6.86944400","The Netherlands","Muntendam","Groningen",,"11"
"569MUS","Musselkanaal","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.93250000","7.01527700","The Netherlands","Musselkanaal","Groningen",,"11"
"569NHN","Noordhorn","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.26166600","6.39583300","The Netherlands","Noordhorn","Groningen",,"11"
"569NIO","Nieuwolda","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.24416600","6.97500000","The Netherlands","Nieuwolda","Groningen",,"11"
"569NIU","Nieuweschans","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.18083300","7.20833300","The Netherlands","Nieuweschans","Groningen",,"11"
"569NWG","Nieuwegein","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.02916600","5.08055500","The Netherlands","Nieuwegein","Utrecht",,"11"
"569OOS","Oostwold","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.20250000","7.04583300","Netherlands","Oostwold","Groningen",,"11"
"569SAP","Sappemeer","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.16416600","6.79027700","The Netherlands","Sappemeer","Groningen",,"11"
"569SCH","Scheemda","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.17492600","6.97281800","Netherlands","Scheemda","Groningen",,"11"
"569SLC","Slochteren","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.22055500","6.80527700","The Netherlands","Slochteren","Groningen",,"11"
"569STA","Stadskanaal","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.98944400","6.95027700","The Netherlands","Stadskanaal","Groningen",,"11"
"569TEM","Termunten","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.29666600","7.04583300","The Netherlands","Termunten","Groningen",,"11"
"569TEZ","Termunterzijl","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.30083300","7.03611100","The Netherlands","Termunterzijl","Groningen",,"11"
"569UIT","Uithuizen","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.40750000","6.67083300","The Netherlands","Uithuizen","Groningen",,"11"
"569ULR","Ulrum","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.35841310","6.30154970","The Netherlands","Ulrum","Groningen",,"11"
"569VEE","Veendam","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.10666600","6.87916600","The Netherlands","Veendam","Groningen",,"11"
"569WAR","Warffum","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.39250000","6.55833300","The Netherlands","Warffum","Groningen",,"11"
"569WIH","Winschoten","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.14416600","7.03472200","The Netherlands","Winschoten","Groningen",,"11"
"569WIL","Wildervank","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.08083300","6.86250000","The Netherlands","Wildervank","Groningen",,"11"
"569WIN","Winsum","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.33264700","6.52087000","The Netherlands","Winsum","Groningen",,"11"
"569WIW","Winneweer","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.31000000","6.74583300","The Netherlands","Winneweer","Groningen",,"11"
"569ZUI","Zuidbroek","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.16333300","6.86111100","The Netherlands","Zuidbroek","Groningen",,"11"
"570EEX","Eexta","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.16361100","6.98333300","The Netherlands","Eexta","Groningen",,"11"
"570MIL","Mill","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.68833300","5.77916600","The Netherlands","Mill","North Brabant",,"11"
"570THE","Thesinge","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.26833300","6.65138800","The Netherlands","Thesinge","Groningen",,"11"
"575APE","Apeldoorn","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.21000000","5.96944400","The Netherlands","Apeldoorn","Gelderland",,"11"
"575ARN","Arnhem","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.98333300","5.91666600","The Netherlands","Arnhem","Gelderland",,"11"
"575CUL","Culemborg","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.95500000","5.22777700","The Netherlands","Culemborg","Gelderland",,"11"
"575DHO","d'Hoef","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.25416600","5.54861100","The Netherlands","Hoef","Gelderland",,"11"
"575DID","Didam","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.94083300","6.13194400","The Netherlands","Didam","Gelderland",,"11"
"575DOE","Doetinchem","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.96666600","6.28333300","The Netherlands","Doetinchem","Gelderland",,"11"
"575DRI","Driel","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.95916600","5.81388800","The Netherlands","Driel","Gelderland",,"11"
"575ELB","Elburg","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.43333300","5.85000000","The Netherlands","Elburg","Gelderland",,"11"
"575HAR","Harderwijk","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.35000000","5.61666600","The Netherlands","Harderwijk","Gelderland",,"11"
"575NIJ","Nijmegen","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.83333300","5.86666600","The Netherlands","Nijmegen","Gelderland",,"11"
"575NKK","Nijkerk","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.22000000","5.48611100","The Netherlands","Nijkerk","Gelderland",,"11"
"575SCH","Scherpenzeel","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.06666600","5.48333300","The Netherlands","Scherpenzeel","Gelderland",,"11"
"575TIE","Tiel","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.88333300","5.43333300","The Netherlands","Tiel","Gelderland",,"11"
"575WAH","Walls","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.86166600","6.35000000","The Netherlands","Wals","Gelderland",,"11"
"575WES","Wessel","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.15000000","5.63333300","The Netherlands","Wessel","Gelderland",,"11"
"575ZUT","Zutphen","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.13333300","6.20000000","The Netherlands","Zutphen","Gelderland",,"11"
"579BLO","Blokzijl","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.72666600","5.96111100","The Netherlands","Blokzijl","Overijssel",,"11"
"579BOZ","Bergen op Zoom","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.50000000","4.28333300","The Netherlands","Bergen op Zoom","North Brabant",,"11"
"579BRA","Brabant","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.66666600","5.00000000","The Netherlands","Noord-Brabant","North Brabant",,"11"
"579DEV","Deventer","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.25000000","6.15000000","The Netherlands","Deventer","Overijssel",,"11"
"579HAS","Hasselt","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.58333300","6.08333300","The Netherlands","Hasselt","Overijssel",,"11"
"579KAM","Kampen","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.55000000","5.90000000","The Netherlands","Kampen","Overijssel",,"11"
"579KUI","Kuinre","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.78750000","5.84027700","The Netherlands","Kuinre","Overijssel",,"11"
"579MAA","De Maas","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.91269000","4.24643500","The Netherlands","Maas","The Netherlands","River","11"
"579RAA","Raamsdonk","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.71533200","4.90298700","The Netherlands","Raamsdonk","North Brabant",,"11"
"579STE","Steenwijk","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.78644100","6.11630300","The Netherlands","Steenwijk","Overijssel",,"11"
"579WIL","Willemstad","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.69166600","4.43888800","The Netherlands","Willemstad","North Brabant",,"11"
"579ZWA","Zwartsluis","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.63423690","6.00020930","The Netherlands","Zwartsluis","Overijssel",,"11"
"579ZWO","Zwolle","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.51250000","6.09444400","The Netherlands","Zwolle","Overijssel",,"11"
"580FIN","Finsterwolde","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.19833300","7.08472200","The Netherlands","Finsterwolde","Groningen",,"11"
"580FRA","Fransum","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.27833300","6.44861100","The Netherlands","Fransum","Groningen",,"11"
"588HOG","Hoge","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.61666600","4.76666600","The Netherlands","Hoge","North Brabant",,"11"
"588OUD","Oudebom","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.05000000","5.90000000","The Netherlands","Aldeboarn","Friesland",,"11"
"588PEE","Peesens","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.40138800","6.08555500","The Netherlands","Paesens","Friesland",,"11"
"588TER","Terheyde","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.63333300","4.75000000","The Netherlands","Terheijden","North Brabant",,"11"
"588TEV","Terveeren","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.54833300","3.66666600","The Netherlands","Veere","Zeeland",,"11"
"588TJE","Tjerkgaast","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.90388800","5.67777700","The Netherlands","Tjerkgaast","Friesland",,"11"
"589HOA","Holland","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.30000000","4.65000000","The Netherlands","Nederland","The Netherlands",,"7"
"589MSL","Maasland","Nederlandene","16","Dutch Republic","15","The Netherlands","true","51.93416600","4.27222200","The Netherlands","Maasland","South Holland",,"11"
"589ZUI","Zuiderzee","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.75000000","5.42000000","The Netherlands","IJsselmeer","The Netherlands","Former sea","9"
"590NOO","Noordbroek","Nederlandene","16","Dutch Republic","15","The Netherlands","true","53.19500000","6.87361100","The Netherlands","Noordbroek","Groningen",,"11"
"595LUT","Lutjegast","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.74468300","5.85273100","The Netherlands","Luttelgeest","Flevoland",,"11"
"595URK","Urk","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.66607550","5.58841510","The Netherlands","Urk","Flevoland",,"11"
"599ETT","Ettersoem","Nederlandene","16","Dutch Republic","15","The Netherlands","true","52.57666600","5.02583300","The Netherlands","Etersheim","North Holland",,"11"
"601ABE","Aberdeen","Skotland","5","Great Britain","16","Scotland","true","57.13333300","-2.10000000","United Kingdom","Aberdeen","Scotland",,"11"
"601CAI","Caithness","Skotland","5","Great Britain","16","Scotland","true","58.43333300","-3.08333300","United Kingdom","Caithness","Scotland",,"11"
"601COR","Corran","Skotland","5","Great Britain","16","Scotland","true","57.11666600","-5.55000000","United Kingdom","Corran","Scotland",,"11"
"601DUN","Dunbeath","Skotland","5","Great Britain","16","Scotland","true","58.24916600","-3.43194400","United Kingdom","Dunbeath","Scotland",,"11"
"601FIN","Findochty","Skotland","5","Great Britain","16","Scotland","true","57.69722200","-2.90083300","United Kingdom","Findchty","Scotland",,"11"
"601GUA","Guardbridge","Skotland","5","Great Britain","16","Scotland","true","56.36444400","-2.88361100","United Kingdom","Guardbridge","Scotland",,"11"
"601HEL","Helmsdale","Skotland","5","Great Britain","16","Scotland","true","58.11666600","-3.65333300","United Kingdom","Helmsdale","Scotland",,"11"
"602ALL","Alloa","Skotland","5","Great Britain","16","Scotland","true","56.11666600","-3.80000000","United Kingdom","Alloa","Scotland",,"11"
"602LYB","Lybster","Skotland","5","Great Britain","16","Scotland","true","58.29888800","-3.28444400","United Kingdom","Lybster","Scotland",,"11"
"603ARB","Arbroath","Skotland","5","Great Britain","16","Scotland","true","56.55000000","-2.58333300","United Kingdom","Arbroath","Scotland",,"11"
"603TAN","Tanera More","Skotland","5","Great Britain","16","Scotland","true","58.01666600","-5.40000000","United Kingdom","Tanera More","Scotland",,"11"
"604BOW","Bo'ness","Skotland","5","Great Britain","16","Scotland","true","56.01666600","-3.61666600","United Kingdom","Bo'ness","Scotland",,"11"
"604BRG","Bridgeness","Skotland","5","Great Britain","16","Scotland","true","56.01702320","-3.59163780","United Kingdom","Bridgeness","Scotland",,"11"
"604CUL","Cullen","Skotland","5","Great Britain","16","Scotland","true","57.69027700","-2.81805500","United Kingdom","Cullen","Scotland",,"11"
"605ARD","Ardrossan","Skotland","5","Great Britain","16","Scotland","true","55.65000000","-4.80638800","United Kingdom","Ardrossan","Scotland",,"11"
"605BOG","Boghead","Skotland","5","Great Britain","16","Scotland","true","57.24444400","-2.17138800","United Kingdom","Boghead","Scotland",,"11"
"605BRF","Broughty Ferry","Skotland","5","Great Britain","16","Scotland","true","56.47305500","-2.87166600","United Kingdom","Broughty Ferry","Scotland",,"11"
"605DUE","Dundee","Skotland","5","Great Britain","16","Scotland","true","56.46170000","-2.97200000","United Kingdom","Dundee","Scotland",,"11"
"605HOP","Hopeman","Skotland","5","Great Britain","16","Scotland","true","57.70721400","-3.71256800","United Kingdom","Hopeman","Scotland",,"11"
"605IWH","Isle of Whithorn","Skotland","5","Great Britain","16","Scotland","true","54.70000000","-4.36666600","United Kingdom","Isle of Whithorn","Scotland",,"11"
"605LOB","Loch Broom","Skotland","5","Great Britain","16","Scotland","true","57.86666600","-5.13333300","United Kingdom","Loch Broom","Scotland",,"11"
"605NAI","Nairn","Skotland","5","Great Britain","16","Scotland","true","57.58083300","-3.87972200","United Kingdom","Nairn","Scotland",,"11"
"606DYS","Dysart","Skotland","5","Great Britain","16","Scotland","true","56.13333300","-3.11666600","United Kingdom","Dysart","Scotland",,"11"
"607KIR","Kirkcaldy","Skotland","5","Great Britain","16","Scotland","true","56.11666600","-3.16666600","United Kingdom","Kirkcaldy","Scotland",,"11"
"608ANN","Annan","Skotland","5","Great Britain","16","Scotland","true","54.98833300","-3.25638800","United Kingdom","Annan","Scotland",,"11"
"608GAR","Garmouth","Skotland","5","Great Britain","16","Scotland","true","57.66444400","-3.10861100","United Kingdom","Garmouth","Scotland",,"11"
"608LEI","Leith","Skotland","5","Great Britain","16","Scotland","true","55.97111100","-3.17222200","United Kingdom","Leith","Scotland",,"11"
"608TRO","Troon","Skotland","5","Great Britain","16","Scotland","true","55.54333300","-4.66333300","United Kingdom","Troon","Scotland",,"11"
"609ABD","Aberdour","Skotland","5","Great Britain","16","Scotland","true","56.05000000","-3.30000000","United Kingdom","Aberdour","Scotland",,"11"
"609ABL","Aberlady","Skotland","5","Great Britain","16","Scotland","true","56.00861100","-2.85833300","United Kingdom","Aberlady","Scotland",,"11"
"609AIR","Airth","Skotland","5","Great Britain","16","Scotland","true","56.06666600","-3.76666600","United Kingdom","Airth","Scotland",,"11"
"609ANO","Arbuthnott","Skotland","5","Great Britain","16","Scotland","true","56.85000000","-2.31666600","United Kingdom","Arbuthnott","Scotland",,"11"
"609ANT","Anstruther","Skotland","5","Great Britain","16","Scotland","true","56.21666600","-2.70000000","United Kingdom","Anstruther","Scotland",,"11"
"609AYT","Ayton","Skotland","5","Great Britain","16","Scotland","true","55.84200000","-2.12280000","United Kingdom","Ayton","Scotland",,"11"
"609BAF","Banff","Skotland","5","Great Britain","16","Scotland","true","57.66666600","-2.53333300","United Kingdom","Banff","Scotland",,"11"
"609BAR","Barrhead","Skotland","5","Great Britain","16","Scotland","true","55.79916600","-4.39277700","United Kingdom","Barrhead","Scotland",,"11"
"609BEI","Beith","Skotland","5","Great Britain","16","Scotland","true","55.74916600","-4.63666600","United Kingdom","Beith","Scotland",,"11"
"609BIE","Buckie","Skotland","5","Great Britain","16","Scotland","true","57.67574120","-2.97914190","United Kingdom","Buckie","Scotland",,"11"
"609BOW","Bowling","Skotland","5","Great Britain","16","Scotland","true","55.93083300","-4.48583300","United Kingdom","Bowling","Scotland",,"11"
"609BRO","Brora","Skotland","5","Great Britain","16","Scotland","true","58.01393120","-3.87296210","United Kingdom","Brora","Scotland",,"11"
"609BUC","Buchan Ness","Skotland","5","Great Britain","16","Scotland","true","57.46666600","-1.75000000","United Kingdom","Buchan Ness","Scotland",,"11"
"609BUN","Burntisland","Skotland","5","Great Britain","16","Scotland","true","56.05000000","-3.23333300","United Kingdom","Burntisland","Scotland",,"11"
"609BUR","Burghead","Skotland","5","Great Britain","16","Scotland","true","57.70023330","-3.49948140","United Kingdom","Burghead","Scotland",,"11"
"609CAR","Cargill","Skotland","5","Great Britain","16","Scotland","true","56.51388800","-3.37916600","United Kingdom","Cargill","Scotland",,"11"
"609CEL","Cellardyke","Skotland","5","Great Britain","16","Scotland","true","56.22629170","-2.69696990","United Kingdom","Cellardyke","Scotland",,"11"
"609CHS","Charlestown","Skotland","5","Great Britain","16","Scotland","true","56.03333300","-3.50000000","United Kingdom","Charlestown (UK)","Scotland",,"11"
"609COZ","Cockenzie","Skotland","5","Great Britain","16","Scotland","true","55.95000000","-2.95000000","United Kingdom","Cockenzie","Scotland",,"11"
"609CRA","Crail","Skotland","5","Great Britain","16","Scotland","true","56.26666600","-2.63333300","United Kingdom","Crail","Scotland",,"11"
"609CRD","Cramond","Skotland","5","Great Britain","16","Scotland","true","55.97083300","-3.29138800","United Kingdom","Cramond","Scotland",,"11"
"609CRO","Cromarty","Skotland","5","Great Britain","16","Scotland","true","57.66666600","-4.03333300","United Kingdom","Cromarty","Scotland",,"11"
"609CRP","Crombiepint","Skotland","5","Great Britain","16","Scotland","true","56.08333300","-3.46666600","United Kingdom","Crombie Point","Scotland",,"11"
"609CUL","Culross","Skotland","5","Great Britain","16","Scotland","true","56.05000000","-3.61666600","United Kingdom","Culross","Scotland",,"11"
"609CUP","Cupar","Skotland","5","Great Britain","16","Scotland","true","56.31666600","-3.01666600","United Kingdom","Cupar","Scotland",,"11"
"609CUR","Currie","Skotland","5","Great Britain","16","Scotland","true","55.89638800","-3.30833300","United Kingdom","Currie","Scotland",,"11"
"609DAL","Dalgety Bay","Skotland","5","Great Britain","16","Scotland","true","56.03287200","-3.34791800","United Kingdom","Dalgety Bay","Scotland",,"11"
"609DAM","Dalmeny","Skotland","5","Great Britain","16","Scotland","true","55.98523400","-3.36880800","United Kingdom","Dalmeny","Scotland",,"11"
"609DUB","Dunnet Bay","Skotland","5","Great Britain","16","Scotland","true","58.61666600","-3.40000000","United Kingdom","Dunnet Bay","Scotland",,"11"
"609DUN","Dunbar","Skotland","5","Great Britain","16","Scotland","true","56.00000000","-2.51666600","United Kingdom","Dunbar","Scotland",,"11"
"609DUR","Dunfermline","Skotland","5","Great Britain","16","Scotland","true","56.08333300","-3.46666600","United Kingdom","Dunfermline","Scotland",,"11"
"609EDI","Edinburgh","Skotland","5","Great Britain","16","Scotland","true","55.95000000","-3.20000000","United Kingdom","Edinburgh","Scotland",,"11"
"609ELE","Elie","Skotland","5","Great Britain","16","Scotland","true","56.19031600","-2.82203100","United Kingdom","Elie","Scotland",,"11"
"609ELG","Elgin","Skotland","5","Great Britain","16","Scotland","true","57.64668490","-3.34766370","United Kingdom","Elgin","Scotland",,"11"
"609EYE","Eyemouth","Skotland","5","Great Britain","16","Scotland","true","55.86666600","-2.10000000","United Kingdom","Eyemouth","Scotland",,"11"
"609FET","Fetlar","Skotland","5","Great Britain","16","Scotland","true","60.61666600","-0.86666600","United Kingdom","Fetlar","Scotland",,"11"
"609FIF","Fife","Skotland","5","Great Britain","16","Scotland","true","56.25000000","-3.16666600","United Kingdom","Fife","Scotland",,"11"
"609FIN","Findhorn","Skotland","5","Great Britain","16","Scotland","true","57.65000000","-3.60000000","United Kingdom","Findhorn","Scotland",,"11"
"609FIO","Firth of Forth","Skotland","5","Great Britain","16","Scotland","true","56.13694400","-2.77111100","United Kingdom","Firth of Forth","Scotland",,"11"
"609FIR","Firth","Skotland","5","Great Britain","16","Scotland","true","60.25000000","-1.38333300","United Kingdom","The Firth","Scotland",,"11"
"609FIS","Fisherraw","Skotland","5","Great Britain","16","Scotland","true","55.93333300","-3.06666600","United Kingdom","Fisherrow","Scotland",,"11"
"609FKK","Falkirk","Skotland","5","Great Britain","16","Scotland","true","55.99916600","-3.78694400","United Kingdom","Falkirk","Scotland",,"11"
"609FOR","Fort George","Skotland","5","Great Britain","16","Scotland","true","57.56666600","-4.03333300","United Kingdom","Fort George","Scotland",,"11"
"609FPC","Ferry-Port on Craig","Skotland","5","Great Britain","16","Scotland","true","56.45000000","-2.88333300","United Kingdom","Tayport","Scotland",,"11"
"609FRE","Fraserburgh","Skotland","5","Great Britain","16","Scotland","true","57.68333300","-2.01666600","United Kingdom","Fraserburgh","Scotland",,"11"
"609FRT","Forth","Skotland","5","Great Britain","16","Scotland","true","55.76500000","-3.68861100","United Kingdom","Forth","Scotland",,"11"
"609GAM","Garmond","Skotland","5","Great Britain","16","Scotland","true","57.55833300","-2.32444400","United Kingdom","Garmond","Scotland",,"11"
"609GAR","Gardenstown","Skotland","5","Great Britain","16","Scotland","true","57.66666600","-2.33333300","United Kingdom","Gardenstown","Scotland",,"11"
"609GRE","Greenock","Skotland","5","Great Britain","16","Scotland","true","55.93333300","-4.75000000","United Kingdom","Greenock","Scotland",,"11"
"609GRG","Grangemouth","Skotland","5","Great Britain","16","Scotland","true","56.01666600","-3.73333300","United Kingdom","Grangemouth","Scotland",,"11"
"609HOL","Holy Island","Skotland","5","Great Britain","16","Scotland","true","55.53333300","-5.08333300","United Kingdom","Holy Island","Scotland",,"11"
"609HOU","Houston","Skotland","5","Great Britain","16","Scotland","true","55.86833300","-4.55194400","United Kingdom","Houston","Scotland",,"11"
